Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
248141,2019-05-04 15:44:16,180067784565096,fraud_Donnelly LLC,entertainment,24.67,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,1942-01-06,e4bf5b32f1a9eabed3c51d627f65bdc3,1336146256,42.113062,-87.76991,0
867082,2019-12-19 11:44:04,4904681492230012,fraud_Corwin-Collins,gas_transport,63.84,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,f96dea9e844f3cf4386058ec5f8f020d,1355917444,42.027715,-73.190283,0
14360,2019-01-08 23:32:13,3576431665303017,fraud_Zulauf LLC,personal_care,44.38,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,e58226a02febf6e890caa43768c2716e,1326065533,33.189314,-112.782775,0
139113,2019-03-17 05:43:14,36192615525683,"fraud_Stokes, Christiansen and Sipes",grocery_net,66.32,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,c798df2229b8ef462a11f9e49f73e1c1,1331962994,34.964247,-106.027486,0
1001099,2020-02-15 04:21:32,3595192916105588,fraud_Ortiz Group,grocery_net,95.04,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,080a51c663e9d98af77703e845fb3e0a,1360902092,35.994098,-79.181722,0
78981,2019-02-16 16:50:52,4342532437704183,fraud_Kirlin and Sons,personal_care,103.97,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,1a93bc8755e0807b927c61665a7f8eee,1329411052,41.371134000000005,-75.380748,0
220151,2019-04-21 19:23:31,30131826429364,fraud_Kihn-Schuster,food_dining,45.15,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,eadf77f76d58b03db367ba5e470bf9eb,1335036211,35.278712,-83.632846,0
579000,2019-09-02 08:44:52,4294040533480516,fraud_Friesen-D'Amore,gas_transport,56.15,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,4e2cacbc0cec8c60cf559bac9a8ae784,1346575492,34.178803,-82.513243,0
1085292,2020-03-27 03:39:24,4988304376504,"fraud_Goldner, Kovacek and Abbott",grocery_pos,125.25,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,2e8814f196377edc6efadc8733ea6648,1364355564,40.593648,-73.645107,0
727210,2019-11-06 21:38:54,3560797065840735,fraud_Bednar PLC,kids_pets,134.66,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,209d978b4482c4eb1bd241062d875011,1352237934,46.336849,-100.580442,0
